119736.0,498960.0,498960.0,498960.0,498960.0,498960.0,792148.9,0.0,9979.2,0.0,0.0,30.1,-81.7,1.0
448094.0,1322376.3,1322376.3,1322376.3,1322376.3,1322376.3,1438163.6,0.0,0.0,0.0,0.0,30.1,-81.7,3.0
206893.0,190724.4,190724.4,190724.4,190724.4,190724.4,192476.8,0.0,0.0,0.0,0.0,30.1,-81.7,1.0
333743.0,0.0,79520.8,0.0,0.0,79520.8,86854.5,0.0,0.0,0.0,0.0,30.1,-81.7,3.0
172534.0,0.0,254281.5,0.0,254281.5,254281.5,246144.5,0.0,0.0,0.0,0.0,30.1,-81.7,1.0
785275.0,0.0,515035.6,0.0,0.0,515035.6,884419.2,0.0,0.0,0.0,0.0,30.1,-81.7,3.0
995932.0,0.0,19260000.0,0.0,0.0,19260000.0,20610000.0,0.0,0.0,0.0,0.0,30.1,-81.7,1.0
223488.0,328500.0,328500.0,328500.0,328500.0,328500.0,348374.3,0.0,16425.0,0.0,0.0,30.1,-81.7,1.0
433512.0,315000.0,315000.0,315000.0,315000.0,315000.0,265821.6,0.0,15750.0,0.0,0.0,30.1,-81.7,1.0
142071.0,705600.0,705600.0,705600.0,705600.0,705600.0,1010842.6,14112.0,35280.0,0.0,0.0,30.1,-81.7,1.0
253816.0,831498.3,831498.3,831498.3,831498.3,831498.3,1117791.5,0.0,0.0,0.0,0.0,30.1,-81.7,1.0
894922.0,0.0,24059.1,0.0,0.0,24059.1,33952.2,0.0,0.0,0.0,0.0,30.1,-81.7,1.0
422834.0,0.0,48115.9,0.0,0.0,48115.9,66755.4,0.0,0.0,0.0,0.0,30.1,-81.7,1.0
582721.0,0.0,28869.1,0.0,0.0,28869.1,42827.0,0.0,0.0,0.0,0.0,30.1,-81.7,1.0
842700.0,0.0,56135.6,0.0,0.0,56135.6,50656.8,0.0,0.0,0.0,0.0,30.1,-81.7,1.0
874333.0,0.0,48115.9,0.0,0.0,48115.9,67905.1,0.0,0.0,0.0,0.0,30.1,-81.7,1.0
580146.0,0.0,48115.9,0.0,0.0,48115.9,66938.9,0.0,0.0,0.0,0.0,30.1,-81.7,3.0
456149.0,0.0,80192.5,0.0,0.0,80192.5,86421.0,0.0,0.0,0.0,0.0,30.1,-81.7,1.0
767862.0,0.0,48115.9,0.0,0.0,48115.9,73798.5,0.0,0.0,0.0,0.0,30.1,-81.7,3.0
353022.0,0.0,60946.8,0.0,0.0,60946.8,62467.3,0.0,0.0,0.0,0.0,30.1,-81.7,1.0
367814.0,0.0,28869.1,0.0,0.0,28869.1,42727.7,0.0,0.0,0.0,0.0,30.1,-81.7,1.0
671392.0,0.0,13410000.0,0.0,0.0,13410000.0,11700000.0,0.0,0.0,0.0,0.0,30.1,-81.7,3.0
772887.0,0.0,1669113.9,0.0,0.0,1669113.9,2099127.8,0.0,0.0,0.0,0.0,30.1,-81.7,1.0
983122.0,0.0,179562.2,0.0,0.0,179562.2,211372.6,0.0,0.0,0.0,0.0,30.1,-81.7,3.0
934215.0,0.0,177744.2,0.0,0.0,177744.2,157171.2,0.0,0.0,0.0,0.0,30.1,-81.7,1.0
385951.0,0.0,17757.6,0.0,0.0,17757.6,16948.7,0.0,0.0,0.0,0.0,30.1,-81.7,1.0
